Sofascore_Name,id,minutes,SoT,Shots,Tackles,fouls_commited,fouls_received,Goals,xG,Assists,xA,round,Match
Beto,987489,63.0,1.0,4.0,1.0,1.0,1.0,0.0,0.4231,0.0,0.0160979,6,Brentford - Everton
Dominic Calvert-Lewin,372344,27.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6116,0.0,0.0,6,Brentford - Everton
Arnaut Danjuma,827064,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brentford - Everton
João Virgínia,930666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brentford - Everton
Ben Godfrey,754698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brentford - Everton
Nathan Patterson,1020141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brentford - Everton
Michael Keane,110846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brentford - Everton
Mackenzie Hunt,929717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brentford - Everton
Lewis Dobbin,998832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brentford - Everton
Youssef Chermiti,1145627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brentford - Everton
James Trafford,980643,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Connor Roberts,804613,90.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0337924,6,Burnley - Manchester United
Ameen Al-Dakhil,964761,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280711,6,Burnley - Manchester United
Jordan Beyer,927175,90.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.00862848,6,Burnley - Manchester United
Charlie Taylor,166381,90.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0181279,6,Burnley - Manchester United
Aaron Ramsey,1000142,73.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0512,0.0,0.434703,6,Burnley - Manchester United
Josh Cullen,792122,90.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.194805,6,Burnley - Manchester United
Josh Brownhill,358394,86.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0911,0.0,0.208621,6,Burnley - Manchester United
Jóhann Guðmundsson,49805,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00957859,6,Burnley - Manchester United
Zeki Amdouni,990550,73.0,1.0,2.0,0.0,0.0,2.0,0.0,0.4626,0.0,0.00989656,6,Burnley - Manchester United
Luca Koleosho,1216282,73.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0498,0.0,0.0166169,6,Burnley - Manchester United
Mike Trésor,826183,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0301343,6,Burnley - Manchester United
Jacob Bruun Larsen,809276,17.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1279,0.0,0.0,6,Burnley - Manchester United
Sander Berge,793167,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2098,0.0,0.00912194,6,Burnley - Manchester United
Jay Rodriguez,26989,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0769,0.0,0.0,6,Burnley - Manchester United
Manuel Benson,552632,9.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0257,0.0,0.00787241,6,Burnley - Manchester United
Arijanet Murić,888971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Hannes Delcroix,826169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Jack Cork,20993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Anass Zaroury,877036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
André Onana,787498,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Diogo Dalot,843200,90.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0947918,6,Burnley - Manchester United
Victor Lindelöf,143334,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00649682,6,Burnley - Manchester United
Jonny Evans,30144,89.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.138687,6,Burnley - Manchester United
Sergio Reguilón,858195,79.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.205372,6,Burnley - Manchester United
Casemiro,122951,90.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0595,0.0,0.0326538,6,Burnley - Manchester United
Scott McTominay,879346,90.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0434,0.0,0.00633904,6,Burnley - Manchester United
Bruno Fernandes,288205,90.0,3.0,4.0,0.0,0.0,0.0,1.0,0.3505,0.0,0.212815,6,Burnley - Manchester United
Hannibal Mejbri,1009386,90.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.478637,6,Burnley - Manchester United
Marcus Rashford,814590,90.0,0.0,3.0,1.0,1.0,1.0,0.0,0.4015,0.0,0.0758029,6,Burnley - Manchester United
Rasmus Højlund,1086417,90.0,0.0,2.0,0.0,1.0,0.0,0.0,0.1192,0.0,0.00919332,6,Burnley - Manchester United
Raphaël Varane,138310,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Sofyan Amrabat,359272,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Altay Bayındır,815890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Facundo Pellistri,989803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Alejandro Garnacho,1135873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Daniel Gore,1146145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Donny van de Beek,361790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Christian Eriksen,105734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Anthony Martial,191176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Burnley - Manchester United
Bart Verbruggen,994363,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Joël Veltman,219572,90.0,0.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0127255,6,Brighton & Hove Albion - Bournemouth
Adam Webster,216308,90.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0652,0.0,0.0053049,6,Brighton & Hove Albion - Bournemouth
Lewis Dunk,115365,90.0,0.0,2.0,0.0,1.0,0.0,0.0,0.2636,0.0,0.00864659,6,Brighton & Hove Albion - Bournemouth
Pervis Estupiñán,805465,90.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0204,1.0,0.329166,6,Brighton & Hove Albion - Bournemouth
Mahmoud Dahoud,341589,74.0,0.0,1.0,1.0,0.0,0.0,0.0,0.03,1.0,0.0472808,6,Brighton & Hove Albion - Bournemouth
Billy Gilmour,907668,90.0,0.0,1.0,3.0,1.0,0.0,0.0,0.005,0.0,0.13796,6,Brighton & Hove Albion - Bournemouth
Facundo Buonanotte,1117025,45.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0368,0.0,0.0239291,6,Brighton & Hove Albion - Bournemouth
Danny Welbeck,33902,63.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00720894,6,Brighton & Hove Albion - Bournemouth
Simon Adingra,1110842,87.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.112697,6,Brighton & Hove Albion - Bournemouth
Evan Ferguson,999231,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.016,0.0,0.328555,6,Brighton & Hove Albion - Bournemouth
Kaoru Mitoma,936849,45.0,2.0,2.0,1.0,0.0,1.0,2.0,0.7223,0.0,0.0156317,6,Brighton & Hove Albion - Bournemouth
Ansu Fati,962883,45.0,0.0,2.0,1.0,2.0,1.0,0.0,0.6169,0.0,0.0460211,6,Brighton & Hove Albion - Bournemouth
João Pedro,975079,27.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0777,0.0,0.0901093,6,Brighton & Hove Albion - Bournemouth
Carlos Baleba,1199043,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Tariq Lamptey,914691,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Jason Steele,31867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Igor Júlio,842513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Adam Lallana,17054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Solly March,301288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Neto,84844,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Max Aarons,943645,90.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0061816,6,Brighton & Hove Albion - Bournemouth
Illia Zabarnyi,1023567,90.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0465,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Lloyd Kelly,865167,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0403048,6,Brighton & Hove Albion - Bournemouth
Miloš Kerkez,1097425,90.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0389827,6,Brighton & Hove Albion - Bournemouth
Lewis Cook,548188,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0813112,6,Brighton & Hove Albion - Bournemouth
Philip Billing,548660,82.0,0.0,1.0,4.0,0.0,2.0,0.0,0.045,0.0,0.006695,6,Brighton & Hove Albion - Bournemouth
Marcus Tavernier,895576,63.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0786749,6,Brighton & Hove Albion - Bournemouth
Ryan Christie,322391,82.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0542,1.0,0.0192204,6,Brighton & Hove Albion - Bournemouth
Justin Kluivert,851596,64.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0218381,6,Brighton & Hove Albion - Bournemouth
Dominic Solanke,361420,90.0,2.0,3.0,1.0,2.0,1.0,1.0,0.5254,0.0,0.0115184,6,Brighton & Hove Albion - Bournemouth
Antoine Semenyo,934354,26.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0891,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Dango Ouattara,1106451,27.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0807,0.0,0.0069934,6,Brighton & Hove Albion - Bournemouth
Hamed Junior Traorè,892924,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0246,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
David Brooks,855731,8.0,0.0,1.0,1.0,2.0,0.0,0.0,0.2827,0.0,0.0438638,6,Brighton & Hove Albion - Bournemouth
Marcos Senesi,830659,14.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.00658241,6,Brighton & Hove Albion - Bournemouth
Ionuț Radu,815202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Adam Smith,44566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Luis Sinisterra,836070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Joe Rothwell,190853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Brighton & Hove Albion - Bournemouth
Robert Sánchez,920546,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Malo Gusto,996958,58.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0814695,6,Chelsea - Aston Villa
Axel Disasi,827243,90.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0348,0.0,0.129708,6,Chelsea - Aston Villa
Thiago Silva,33541,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0372368,6,Chelsea - Aston Villa
Levi Colwill,996911,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Moisés Caicedo,987650,79.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0258,0.0,0.0130257,6,Chelsea - Aston Villa
Conor Gallagher,904970,90.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0197,0.0,0.0265142,6,Chelsea - Aston Villa
Raheem Sterling,138534,90.0,1.0,1.0,2.0,0.0,2.0,0.0,0.1486,0.0,0.0,6,Chelsea - Aston Villa
Enzo Fernández,974505,68.0,0.0,1.0,2.0,1.0,1.0,0.0,0.1938,0.0,0.00952534,6,Chelsea - Aston Villa
Mykhaylo Mudryk,958966,61.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.213215,6,Chelsea - Aston Villa
Nicolas Jackson,1085381,68.0,1.0,1.0,1.0,2.0,0.0,0.0,0.4822,0.0,0.00980591,6,Chelsea - Aston Villa
Ben Chilwell,802695,29.0,1.0,1.0,1.0,1.0,2.0,0.0,0.2209,0.0,0.0143129,6,Chelsea - Aston Villa
Lesley Ugochukwu,1048916,22.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0122724,6,Chelsea - Aston Villa
Cole Palmer,982780,22.0,0.0,2.0,0.0,0.0,1.0,0.0,0.1823,0.0,0.0360647,6,Chelsea - Aston Villa
Armando Broja,996985,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0257,0.0,0.0,6,Chelsea - Aston Villa
Đorđe Petrović,882604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Lucas Bergström,996903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Marc Cucurella,794939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Ian Maatsen,976263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Deivid Washington,1485371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Emiliano Martínez,158263,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Matty Cash,833956,90.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.00794736,6,Chelsea - Aston Villa
Ezri Konsa,827679,90.0,0.0,1.0,1.0,0.0,2.0,0.0,0.1988,0.0,0.0,6,Chelsea - Aston Villa
Pau Torres,864169,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Lucas Digne,96538,90.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0197,0.0,0.0210227,6,Chelsea - Aston Villa
Boubacar Kamara,826204,89.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0514182,6,Chelsea - Aston Villa
Douglas Luiz,867887,90.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0808,0.0,0.0771421,6,Chelsea - Aston Villa
John McGinn,250223,75.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0230703,6,Chelsea - Aston Villa
Moussa Diaby,855817,81.0,1.0,2.0,1.0,0.0,0.0,0.0,0.2251,0.0,0.0519978,6,Chelsea - Aston Villa
Nicolò Zaniolo,864898,75.0,1.0,2.0,0.0,2.0,1.0,0.0,0.1558,0.0,0.0205249,6,Chelsea - Aston Villa
Ollie Watkins,555386,89.0,1.0,2.0,0.0,0.0,2.0,1.0,0.1978,0.0,0.136374,6,Chelsea - Aston Villa
Leon Bailey,808590,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.188643,6,Chelsea - Aston Villa
Jacob Ramsey,975937,15.0,1.0,1.0,4.0,0.0,0.0,0.0,0.1224,0.0,0.0,6,Chelsea - Aston Villa
Youri Tielemans,331737,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0105559,6,Chelsea - Aston Villa
Leander Dendoncker,190405,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Jhon Durán,974577,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Robin Olsen,26025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Calum Chambers,227942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Clément Lenglet,580550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
Omari Kellyman,1162083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Chelsea - Aston Villa
David Raya,581310,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Benjamin White,846036,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3114,0.0,0.0215843,6,Arsenal - Tottenham Hotspur
William Saliba,941168,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00672086,6,Arsenal - Tottenham Hotspur
Gabriel Magalhães,869792,90.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0742,0.0,0.00847046,6,Arsenal - Tottenham Hotspur
Oleksandr Zinchenko,287643,90.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0623335,6,Arsenal - Tottenham Hotspur
Martin Ødegaard,547410,90.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0391,0.0,0.03448,6,Arsenal - Tottenham Hotspur
Declan Rice,856714,45.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0615,0.0,0.0,6,Arsenal - Tottenham Hotspur
Fábio Vieira,904835,45.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Bukayo Saka,934235,89.0,2.0,3.0,4.0,1.0,3.0,1.0,0.8564,0.0,0.288029,6,Arsenal - Tottenham Hotspur
Edward Nketiah,858194,90.0,1.0,1.0,2.0,1.0,2.0,0.0,0.1103,0.0,0.0,6,Arsenal - Tottenham Hotspur
Gabriel Jesus,794839,77.0,1.0,2.0,3.0,3.0,2.0,0.0,0.4988,0.0,0.0107824,6,Arsenal - Tottenham Hotspur
Kai Havertz,836705,45.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0598,0.0,0.00593158,6,Arsenal - Tottenham Hotspur
Jorginho,132874,45.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0140982,6,Arsenal - Tottenham Hotspur
Reiss Nelson,826139,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0227,0.0,0.077539,6,Arsenal - Tottenham Hotspur
Emile Smith Rowe,867445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123225,6,Arsenal - Tottenham Hotspur
Aaron Ramsdale,839410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Takehiro Tomiyasu,804434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Cédric Soares,44760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Jakub Kiwior,976037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Mohamed Elneny,159675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Guglielmo Vicario,553606,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Pedro Porro,913654,90.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.00811897,6,Arsenal - Tottenham Hotspur
Cristian Romero,829932,90.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.200677,6,Arsenal - Tottenham Hotspur
Micky van de Ven,998247,90.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Destiny Udogie,983572,90.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Pape Matar Sarr,1002711,90.0,0.0,2.0,3.0,4.0,1.0,0.0,0.104,0.0,0.0101893,6,Arsenal - Tottenham Hotspur
Yves Bissouma,844842,90.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0484,0.0,0.0103109,6,Arsenal - Tottenham Hotspur
Dejan Kulusevski,928124,90.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.157212,6,Arsenal - Tottenham Hotspur
James Maddison,356398,78.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0291,2.0,0.224612,6,Arsenal - Tottenham Hotspur
Brennan Johnson,1085180,63.0,2.0,3.0,0.0,0.0,1.0,0.0,0.5874,0.0,0.0,6,Arsenal - Tottenham Hotspur
Heung-min Son,111505,79.0,2.0,3.0,0.0,1.0,1.0,2.0,0.512,0.0,0.351407,6,Arsenal - Tottenham Hotspur
Manor Solomon,862223,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Pierre-Emile Højbjerg,149593,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Richarlison,840217,11.0,1.0,3.0,0.0,1.0,0.0,0.0,0.1827,0.0,0.0,6,Arsenal - Tottenham Hotspur
Fraser Forster,19314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Eric Dier,146101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Ben Davies,94758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Emerson Royal,856123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Oliver Skipp,859901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Alejo Véliz,1116987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Arsenal - Tottenham Hotspur
Alisson,243609,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Liverpool - West Ham United
Joe Gomez,318927,90.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0343348,6,Liverpool - West Ham United
Joël Matip,51501,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0515672,6,Liverpool - West Ham United
Virgil van Dijk,151545,90.0,0.0,3.0,2.0,0.0,0.0,0.0,0.2815,1.0,0.0773917,6,Liverpool - West Ham United
Andrew Robertson,262911,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.284204,6,Liverpool - West Ham United
Dominik Szoboszlai,869856,90.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0947,0.0,0.356714,6,Liverpool - West Ham United
Alexis Mac Allister,895324,88.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0292,1.0,0.390933,6,Liverpool - West Ham United
Curtis Jones,927353,77.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0432,0.0,0.027402,6,Liverpool - West Ham United
Mohamed Salah,159665,90.0,2.0,5.0,1.0,0.0,3.0,1.0,1.0329,0.0,0.266357,6,Liverpool - West Ham United
Darwin Núñez,924871,81.0,2.0,3.0,0.0,1.0,0.0,1.0,0.861,0.0,0.0106677,6,Liverpool - West Ham United
Luis Díaz,883537,81.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0146,0.0,0.107053,6,Liverpool - West Ham United
Ryan Gravenberch,904897,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,Liverpool - West Ham United
Cody Gakpo,862967,9.0,1.0,2.0,0.0,0.0,2.0,0.0,0.1277,0.0,0.0,6,Liverpool - West Ham United
Diogo Jota,606164,9.0,1.0,2.0,0.0,1.0,0.0,1.0,0.5491,0.0,0.0,6,Liverpool - West Ham United
Wataru Endo,143040,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,Liverpool - West Ham United
Caoimhin Kelleher,827362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Liverpool - West Ham United
Konstantinos Tsimikas,786259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Liverpool - West Ham United
Jarell Quansah,1003339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Liverpool - West Ham United
Ibrahima Konaté,826215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Liverpool - West Ham United
Harvey Elliott,955245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Liverpool - West Ham United
Alphonse Aréola,96531,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Liverpool - West Ham United
Vladimír Coufal,138024,90.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.092935,6,Liverpool - West Ham United
Kurt Zouma,139227,90.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6,Liverpool - West Ham United
Nayef Aguerd,877102,90.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0429,0.0,0.0,6,Liverpool - West Ham United
Emerson Palmieri,155997,90.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0102,0.0,0.00610526,6,Liverpool - West Ham United
Tomáš Souček,799041,74.0,1.0,3.0,2.0,2.0,1.0,0.0,0.3356,0.0,0.133413,6,Liverpool - West Ham United
Edson Álvarez,847151,90.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0065361,6,Liverpool - West Ham United
Jarrod Bowen,552884,90.0,2.0,3.0,3.0,0.0,0.0,1.0,0.5481,0.0,0.0117038,6,Liverpool - West Ham United
James Ward-Prowse,161717,90.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.33231,6,Liverpool - West Ham United
Lucas Paquetá,839981,87.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.168994,6,Liverpool - West Ham United
