Sofascore_Name,id,minutes,SoT,Shots,Tackles,fouls_commited,fouls_received,Goals,xG,Assists,xA,round,Match
Benjamin White,846036,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.262469,28,Arsenal - Brentford
William Saliba,941168,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.013281,28,Arsenal - Brentford
Gabriel Magalhães,869792,90.0,1.0,2.0,2.0,2.0,3.0,0.0,0.2674,0.0,0.0323774,28,Arsenal - Brentford
Jakub Kiwior,976037,79.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0393453,28,Arsenal - Brentford
Martin Ødegaard,547410,89.0,0.0,3.0,1.0,1.0,0.0,0.0,0.1713,0.0,0.187903,28,Arsenal - Brentford
Jorginho,132874,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.261954,28,Arsenal - Brentford
Declan Rice,856714,90.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0951,0.0,0.120686,28,Arsenal - Brentford
Bukayo Saka,934235,90.0,0.0,3.0,0.0,1.0,1.0,0.0,0.1011,0.0,0.355134,28,Arsenal - Brentford
Kai Havertz,836705,90.0,2.0,4.0,0.0,1.0,1.0,1.0,0.4598,0.0,0.0661976,28,Arsenal - Brentford
Leandro Trossard,135666,79.0,2.0,2.0,0.0,3.0,2.0,0.0,0.1898,0.0,0.221195,28,Arsenal - Brentford
Gabriel Jesus,794839,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0136945,28,Arsenal - Brentford
Oleksandr Zinchenko,287643,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00552905,28,Arsenal - Brentford
Reiss Nelson,826139,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00943028,28,Arsenal - Brentford
Thomas Partey,316148,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Karl Hein,991591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Cédric Soares,44760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Emile Smith Rowe,867445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Fábio Vieira,904835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Edward Nketiah,858194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Mark Flekken,171919,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Zanka,26404,89.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0265,0.0,0.0,28,Arsenal - Brentford
Kristoffer Ajer,576384,90.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.418663,28,Arsenal - Brentford
Nathan Collins,958916,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4132,0.0,0.00987841,28,Arsenal - Brentford
Mads Roerslev,826057,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Frank Onyeka,885864,78.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Christian Nørgaard,135256,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,28,Arsenal - Brentford
Vitaly Janelt,814873,89.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0532,0.0,0.0550478,28,Arsenal - Brentford
Keane Lewis-Potter,972421,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0195,0.0,0.0,28,Arsenal - Brentford
Ivan Toney,290927,90.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0126,0.0,0.0198444,28,Arsenal - Brentford
Yoane Wissa,805123,78.0,1.0,3.0,1.0,2.0,2.0,1.0,0.3991,0.0,0.0175706,28,Arsenal - Brentford
Mathias Jensen,799251,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02765,28,Arsenal - Brentford
Yehor Yarmoliuk,1031258,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Neal Maupay,268903,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Mikkel Damsgaard,907072,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Saman Ghoddos,548050,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Thomas Strakosha,227212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Benjamin Arthur,1500529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Kim Ji-Soo,1185061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Shandon Baptiste,892111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Arsenal - Brentford
Emiliano Martínez,158263,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Matty Cash,833956,90.0,0.0,2.0,4.0,2.0,3.0,0.0,0.2522,0.0,0.0265171,28,Aston Villa - Tottenham Hotspur
Ezri Konsa,827679,85.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1411,0.0,0.00847063,28,Aston Villa - Tottenham Hotspur
Clément Lenglet,580550,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Pau Torres,864169,90.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.00735792,28,Aston Villa - Tottenham Hotspur
Lucas Digne,96538,58.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0326,0.0,0.0,28,Aston Villa - Tottenham Hotspur
John McGinn,250223,65.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.140386,28,Aston Villa - Tottenham Hotspur
Douglas Luiz,867887,90.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.124956,28,Aston Villa - Tottenham Hotspur
Youri Tielemans,331737,58.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0645,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Leon Bailey,808590,69.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0484,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Ollie Watkins,555386,90.0,0.0,1.0,0.0,1.0,1.0,0.0,0.1162,0.0,0.027319,28,Aston Villa - Tottenham Hotspur
Álex Moreno,294593,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Nicolò Zaniolo,864898,32.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1396,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Moussa Diaby,855817,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Tim Iroegbunam,1085950,21.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Diego Carlos,604232,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Robin Olsen,26025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Kaine Kesler-Hayden,1099074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Morgan Rogers,948261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Jhon Durán,974577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Guglielmo Vicario,553606,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Pedro Porro,913654,90.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.176044,28,Aston Villa - Tottenham Hotspur
Cristian Romero,829932,90.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.00820236,28,Aston Villa - Tottenham Hotspur
Micky van de Ven,998247,49.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Destiny Udogie,983572,90.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.051422,28,Aston Villa - Tottenham Hotspur
Yves Bissouma,844842,90.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.028889,28,Aston Villa - Tottenham Hotspur
Pape Matar Sarr,1002711,70.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.361828,28,Aston Villa - Tottenham Hotspur
Dejan Kulusevski,928124,90.0,0.0,2.0,3.0,4.0,0.0,0.0,0.1332,1.0,0.224535,28,Aston Villa - Tottenham Hotspur
James Maddison,356398,87.0,1.0,2.0,0.0,1.0,3.0,1.0,0.6201,0.0,0.0254532,28,Aston Villa - Tottenham Hotspur
Brennan Johnson,1085180,88.0,1.0,2.0,2.0,2.0,1.0,1.0,0.3342,0.0,0.0384259,28,Aston Villa - Tottenham Hotspur
Heung-min Son,111505,90.0,2.0,2.0,1.0,0.0,1.0,1.0,0.2439,2.0,0.327005,28,Aston Villa - Tottenham Hotspur
Radu Drăguşin,997103,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Rodrigo Bentancur,791190,20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0146257,28,Aston Villa - Tottenham Hotspur
Timo Werner,232306,13.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2168,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Pierre-Emile Højbjerg,149593,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0143001,28,Aston Villa - Tottenham Hotspur
Brandon Austin,859896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Emerson Royal,856123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Ben Davies,94758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Giovani Lo Celso,798835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Dane Scarlett,998772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Aston Villa - Tottenham Hotspur
Bart Verbruggen,994363,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Joël Veltman,219572,90.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0129134,28,Brighton & Hove Albion - Nottingham Forest
Jan Paul van Hecke,962012,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0209959,28,Brighton & Hove Albion - Nottingham Forest
Lewis Dunk,115365,90.0,0.0,1.0,1.0,1.0,0.0,0.0,0.025,0.0,0.00776061,28,Brighton & Hove Albion - Nottingham Forest
Pervis Estupiñán,805465,76.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0146367,28,Brighton & Hove Albion - Nottingham Forest
Carlos Baleba,1199043,90.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0958,0.0,0.00689736,28,Brighton & Hove Albion - Nottingham Forest
Pascal Groß,48480,90.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.275526,28,Brighton & Hove Albion - Nottingham Forest
Simon Adingra,1110842,80.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0889,0.0,0.0844057,28,Brighton & Hove Albion - Nottingham Forest
Jakub Moder,886242,76.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0203,0.0,0.0124977,28,Brighton & Hove Albion - Nottingham Forest
Ansu Fati,962883,60.0,1.0,3.0,1.0,1.0,2.0,0.0,0.1802,0.0,0.0130362,28,Brighton & Hove Albion - Nottingham Forest
Evan Ferguson,999231,60.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Tariq Lamptey,914691,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00600317,28,Brighton & Hove Albion - Nottingham Forest
Danny Welbeck,33902,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117137,28,Brighton & Hove Albion - Nottingham Forest
Igor Júlio,842513,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Julio Enciso,973556,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0195,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Adam Lallana,17054,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00752348,28,Brighton & Hove Albion - Nottingham Forest
Jason Steele,31867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Valentín Barco,1127057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Adam Webster,216308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Facundo Buonanotte,1117025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Matz Sels,78152,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Neco Williams,927356,90.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0164,0.0,0.0112639,28,Brighton & Hove Albion - Nottingham Forest
Andrew Omobamidele,983066,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Murillo,1199282,90.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0578,0.0,0.0123391,28,Brighton & Hove Albion - Nottingham Forest
Harry Toffolo,358218,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0112006,28,Brighton & Hove Albion - Nottingham Forest
Ryan Yates,846252,72.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.00734068,28,Brighton & Hove Albion - Nottingham Forest
Danilo,1064039,61.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0225474,28,Brighton & Hove Albion - Nottingham Forest
Nicolás Domínguez,871765,72.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0265701,28,Brighton & Hove Albion - Nottingham Forest
Divock Origi,190399,60.0,1.0,2.0,0.0,1.0,1.0,0.0,0.3808,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Chris Wood,50480,90.0,1.0,1.0,0.0,1.0,3.0,0.0,0.1775,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Morgan Gibbs-White,865912,87.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0624,0.0,0.107867,28,Brighton & Hove Albion - Nottingham Forest
Anthony Elanga,979232,30.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0235978,28,Brighton & Hove Albion - Nottingham Forest
Ibrahim Sangaré,843754,29.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Callum Hudson-Odoi,867442,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.00647645,28,Brighton & Hove Albion - Nottingham Forest
Taiwo Awoniyi,359664,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Cheikhou Kouyaté,45944,11.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0089,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Matt Turner,833943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Willy Boly,139310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Felipe,242211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Moussa Niakhaté,758168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Brighton & Hove Albion - Nottingham Forest
Alphonse Aréola,96531,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Vladimír Coufal,138024,90.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0613872,28,West Ham United - Burnley
Konstantinos Mavropanos,829022,90.0,0.0,3.0,3.0,0.0,2.0,0.0,0.1921,0.0,0.0114409,28,West Ham United - Burnley
Nayef Aguerd,877102,82.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0337851,28,West Ham United - Burnley
Aaron Cresswell,43443,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.163842,28,West Ham United - Burnley
Tomáš Souček,799041,90.0,1.0,2.0,1.0,2.0,1.0,0.0,0.1634,0.0,0.0150177,28,West Ham United - Burnley
Kalvin Phillips,786028,45.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Mohammed Kudus,905163,90.0,0.0,3.0,1.0,1.0,4.0,0.0,0.2783,0.0,0.0563258,28,West Ham United - Burnley
James Ward-Prowse,161717,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00931507,28,West Ham United - Burnley
Lucas Paquetá,839981,90.0,2.0,4.0,3.0,1.0,3.0,1.0,0.7293,0.0,0.112173,28,West Ham United - Burnley
Jarrod Bowen,552884,90.0,0.0,2.0,1.0,1.0,2.0,0.0,0.2131,0.0,0.111779,28,West Ham United - Burnley
Edson Álvarez,847151,45.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0904,0.0,0.0112831,28,West Ham United - Burnley
Michail Antonio,47772,45.0,0.0,4.0,0.0,2.0,0.0,0.0,0.2504,0.0,0.0238942,28,West Ham United - Burnley
Danny Ings,130181,8.0,1.0,2.0,0.0,0.0,0.0,1.0,0.1966,0.0,0.0,28,West Ham United - Burnley
Łukasz Fabiański,15479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Kurt Zouma,139227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Ben Johnson,914412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Angelo Ogbonna,21164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
George Earthy,1212165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Divin Mubama,1167025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
James Trafford,980643,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Lorenz Assignon,1009334,90.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Dara O'Shea,856719,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.014738,28,West Ham United - Burnley
Maxime Estève,1117223,90.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0093947,28,West Ham United - Burnley
Charlie Taylor,166381,90.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0158,0.0,0.0,28,West Ham United - Burnley
Vitinho,914477,89.0,0.0,1.0,2.0,0.0,1.0,0.0,0.027,0.0,0.105146,28,West Ham United - Burnley
Josh Cullen,792122,90.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0162074,28,West Ham United - Burnley
Sander Berge,793167,90.0,0.0,2.0,1.0,2.0,0.0,0.0,0.1178,0.0,0.231992,28,West Ham United - Burnley
Jacob Bruun Larsen,809276,45.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0444,0.0,0.0153995,28,West Ham United - Burnley
David Datro Fofana,1090458,90.0,2.0,3.0,2.0,5.0,0.0,1.0,0.2214,0.0,0.0508329,28,West Ham United - Burnley
Wilson Odobert,1142679,68.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0277646,28,West Ham United - Burnley
Josh Brownhill,358394,45.0,1.0,2.0,1.0,2.0,0.0,0.0,0.2492,0.0,0.0532272,28,West Ham United - Burnley
Hannes Delcroix,826169,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Jóhann Guðmundsson,49805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Arijanet Murić,888971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Jack Cork,20993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Mike Trésor,826183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Manuel Benson,552632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Jay Rodriguez,26989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Zeki Amdouni,990550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,West Ham United - Burnley
Caoimhin Kelleher,827362,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Conor Bradley,1008402,61.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0393,0.0,0.0106393,28,Liverpool - Manchester City
Jarell Quansah,1003339,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.00683323,28,Liverpool - Manchester City
Virgil van Dijk,151545,90.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0142,0.0,0.00883791,28,Liverpool - Manchester City
Joe Gomez,318927,90.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0358,0.0,0.0277042,28,Liverpool - Manchester City
Alexis Mac Allister,895324,90.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0108,0.0,0.0267751,28,Liverpool - Manchester City
Wataru Endo,143040,90.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0693145,28,Liverpool - Manchester City
Dominik Szoboszlai,869856,61.0,1.0,3.0,0.0,0.0,2.0,0.0,0.2291,0.0,0.0710407,28,Liverpool - Manchester City
Harvey Elliott,955245,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0833,0.0,0.163754,28,Liverpool - Manchester City
Darwin Núñez,924871,76.0,1.0,2.0,0.0,0.0,1.0,0.0,0.4556,0.0,0.132789,28,Liverpool - Manchester City
Luis Díaz,883537,90.0,0.0,2.0,2.0,2.0,0.0,0.0,0.5778,0.0,0.212285,28,Liverpool - Manchester City
Andrew Robertson,262911,29.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.206781,28,Liverpool - Manchester City
Mohamed Salah,159665,29.0,1.0,3.0,0.0,0.0,1.0,0.0,0.2281,0.0,0.145673,28,Liverpool - Manchester City
Cody Gakpo,862967,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Adrián,50539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Amara Nallo,1550811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Konstantinos Tsimikas,786259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
James McConnell,1138428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Bobby Clark,1142638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Lewis Koumas,1403111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Ederson,254491,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Kyle Walker,44614,90.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.00858249,28,Liverpool - Manchester City
Manuel Akanji,383560,90.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.00569725,28,Liverpool - Manchester City
Nathan Aké,149663,90.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.00808493,28,Liverpool - Manchester City
Rodri,827606,90.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.032292,28,Liverpool - Manchester City
John Stones,152077,90.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8262,0.0,0.00722575,28,Liverpool - Manchester City
Phil Foden,859765,90.0,1.0,2.0,1.0,1.0,2.0,0.0,0.3849,0.0,0.026545,28,Liverpool - Manchester City
Bernardo Silva,331209,90.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0175905,28,Liverpool - Manchester City
Kevin De Bruyne,70996,69.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0927,1.0,0.190006,28,Liverpool - Manchester City
Julián Álvarez,944656,69.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0848,0.0,0.0375661,28,Liverpool - Manchester City
Erling Haaland,839956,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1018,0.0,0.0132821,28,Liverpool - Manchester City
Stefan Ortega,125274,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Mateo Kovačić,136710,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106785,28,Liverpool - Manchester City
Jérémy Doku,934386,21.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0677,0.0,0.446473,28,Liverpool - Manchester City
Rúben Dias,318941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Joško Gvardiol,964994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Sergio Gómez,855835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Matheus Nunes,945122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Rico Lewis,1136731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
Oscar Bobb,1065216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Liverpool - Manchester City
